1019695,Abita Springs Art & Farmers Market ,22049 Main Street,Abita Springs ,St. Tammany,Louisiana,70420,-90.038907,30.479064,,9/16/2019 3:16:48 PM
1021442,Adams County Farmer's Market,110 W. Main St. ,West Union,Adams,Ohio,45693,-83.546357,38.795296,,4/8/2021 11:21:54 AM
1019676,Adams County Farmers Market,103 Carlisle Street,Gettysburg,Adams,Pennsylvania,17325,-77.234147,39.830597,,8/8/2019 2:37:59 PM
1019351,Adams County Farmers' Market Association,103 Carlisle Street,Gettysburg,Adams,Pennsylvania,17325,-77.234147,39.830597,,1/8/2019 5:15:25 PM
1019847,Adams-Ricci Farmers Market,100 East Penn Drive,Enola,Cumberland,Pennsylvania,17025,-76.937407,40.273997,,4/25/2020 10:26:33 AM
1019203,AG Farmers' Market,108 Indian Head Road,Toms River,Ocean,New Jersey,08753,-74.207478,39.992509,,8/1/2018 9:40:50 AM
1012233,Agricenter International Farmer's Market,7777 Walnut Grove Rd,Memphis,Shelby,Tennessee,38120,-89.801733,35.127452,,7/26/2018 4:07:49 PM
1005258,Aina Moana  Park (People's Open Market),1201 Ala Moana Boulevard,Honolulu,Honolulu,Hawaii,96822,-157.844930,21.287867,,1/24/2019 3:55:52 PM
1008054,Airport Farmers and Flea Market,17375 Spring Hill Dr,Brooksville,Hernando,Florida,34604,-82.441514,28.481294,,9/11/2020 10:04:15 AM
1008612,Alachua County Farmers' Market,5920 NW 13th Street,Gainesville,Alachua,Florida,32653,-82.3525150,29.7106652,,7/26/2018 11:10:19 PM
1018304,Alamo Heights Farmers Market,255 E Basse,San Antonio ,Bexar,Texas,78209,-98.481174,29.493258,,8/6/2018 10:42:44 AM
1004070,Alamosa Farmers Market,Corner of 6th Street and State Avenue's Parking Lot,Alamosa,Alamosa,Colorado,81101,-105.865006,37.467321,,9/10/2020 4:19:54 PM
1021689,Albany Farmers' Market,4th & Ellsworth,Albany,Linn,Oregon,97321,-123.106097,44.635052,,2/5/2022 8:30:36 PM
1019371,Albany IN Farmers Market,208 E. State Street,Albany,Delaware,Indiana,47320,-85.235831,40.299191,,2/2/2019 3:43:21 PM
1021578,Albany Square Farmers Market,,Albany,Gentry,Missouri,64402,-94.333605,40.247729,,7/26/2021 1:12:11 PM
1000519,Alexandria Bay Farmers Market,Route 12,Alexandria Bay,Jefferson,New York,13607,-75.916118,44.331171,,2/1/2021 11:02:22 AM
1021464,Alexandria Farmers Market,2727 JACKSON STREET,Alexandria ,Rapides,Louisiana,71301,-92.466488,31.294467,,5/7/2021 12:43:38 PM
1021597,Algoma Sunday Farmers Market,Clark St. and Lake St.,Algoma ,Kewaunee,Wisconsin,54201,-87.435983,44.607438,,8/3/2021 10:39:44 AM
1019831,Allen County Farmers' Market,Jefferson,IOLA,Allen,Kansas,66749,-95.400669,37.927427,,1/14/2021 11:51:05 AM
1019832,Allen County Farmers' Market,807  N. State,Iola,Allen,Kansas,66749,-95.400669,37.927427,,1/14/2021 11:53:33 AM
1012389,Aloha Community Farmers' Market,17675 SW Farmington Rd and SW Kinnaman Rd,Aloha,Washington,Oregon,97007,-122.858722,45.480164,,6/5/2019 11:04:30 AM
1020150,Alturas Farmers Market,108 S Main St,Alturas,Modoc,California,96101,-120.542201,41.483907,,8/21/2020 12:20:23 AM
1021309,Ambler Farmers' Market,29 West Butler Pike,Ambler,Montgomery,Pennsylvania,19002,-75.225298,40.153501,,1/26/2021 2:26:25 PM
1003563,Amicalola Regional Farmers Market,186 Recreation Road,Dawsonville,Dawson,Georgia,30534,-84.099043,34.437795,,7/26/2018 4:05:11 PM
1019438,Amqui Station Farmers Market,303 Madison Street,Madison,Davidson,Tennessee,37115,-86.717491,36.257792,,3/22/2019 7:12:12 PM
1012157,Anaconda Community Market,Kennedy Common (306 Main),Anaconda,Deer Lodge,Montana,59711,-113.139108,46.099059,,9/14/2020 10:53:53 PM
1005944,Anacortes Farmers Market,611 R Avenue,Anacortes,Skagit,Washington,98221,-122.609181,48.516974,,9/10/2020 3:39:44 PM
1019647,Anderson County Farmers Market,402 N. Murray Ave,Anderson,Anderson,South Carolina,29621,-82.652197,34.506898,,7/30/2019 9:44:15 AM
1020084,Anderson County Farmers Market ,1505 US-127 N,Lawrenceburg ,Anderson,Kentucky,40342,-84.917629,38.076447,,1/4/2021 7:27:47 PM
1003516,Andersonville Farmers Market,1500 W. Catalpa Ave.,Chicago,Cook,Illinois,60640,-87.668602,41.981745,,6/7/2020 6:00:25 PM
1020060,Andover Farmers Market,41 Central Street,Andover,Essex,Massachusetts,01810,-71.143138,42.653616,,6/21/2021 1:03:59 PM
1019096,Annandale Farmers Market - ACT,25 East Cedar St,Annandale ,Wright,Minnesota,55302,-94.1238322,45.2636097,,5/11/2018 9:52:09 AM
1019350,Antioch's Farmers Market,900 Skidmore Drive,Antioch,Lake,Illinois,60002,-88.094570,42.478128,,1/8/2019 10:32:37 AM
1000431,Appleton Downtown Farm Market,100 College Avenue,Appleton,Outagamie,Wisconsin,54911,-88.40703,44.26201,,1/25/2021 12:18:55 PM
1021359,Aquidneck Growers Market - Wednesday,Memorial Blvd,Newport,Newport,Rhode Island,02840,-71.305831,41.483658,,2/19/2021 2:15:01 PM
1021733,Aquidneck Growers Market Miantonomi Community Farmers Market,120 Hillside Avenue,Newport,Newport,Rhode Island,02840,-71.309790,41.509894,,3/15/2022 2:41:02 PM
1021732,Aquidneck Growers Market- Saturday Summer,35 Dexter St,Newport,Newport,Rhode Island,02840,-71.304555,41.509123,,3/15/2022 2:33:29 PM
1019662,Arlington Village Farmers Market,3904 VT-7A,Arlington,Bennington,Vermont,05250,-73.146078,43.072884,,8/3/2019 10:52:02 PM
1019904,Armory Farmers Market,85 Parade St,Providence,Providence,Rhode Island,02909,-71.431600,41.814767,,6/5/2020 12:36:13 PM
1019222,Arnold Farmers Market,2400 Bradley Beach Road,Arnold,Jefferson,Missouri,63010,-90.353093,38.453275,,8/8/2018 9:17:18 AM
1019495,Artisan Alley Farmers and Makers Market,Artisan Alley,DeLand,Volusia,Florida,32720,-81.304341,29.027562,,4/27/2019 3:08:22 PM
1020068,Artistlane Farmers Market,1966 Broad Street,Augusta-Richmond County consolidated government (balance),Richmond,Georgia,30904,-82.073422,33.365531,,8/16/2020 11:38:31 AM
1009810,Ashland Farmers Market,125 Front St,Ashland,Middlesex,Massachusetts,01721,-71.461538,42.260027,,1/26/2021 10:42:37 PM
1021627,Astoria Sunday Market,12th and Commercial St.,Astoria,Clatsop,Oregon,97103,-123.830150,46.188719,,11/4/2021 6:46:05 PM
1001245,ASU Regional Farmers' Market,3300 Aggie Road,Jonesboro,Craighead,Arkansas,72401,-90.667327,35.840771,,1/25/2021 4:53:54 PM
1002984,Atchison Farmers Market,Between 5th and 6th Streets on the south side of Main Street,Atchison,Atchison,Kansas,66002,-95.119878,39.560737,,2/20/2018 6:26:33 PM
1005086,Athens Farmers Market,1002 East State Street,Athens,Athens,Ohio,45701,-82.056622,39.336038,,1/4/2021 1:21:39 PM
1021450,Athol Farmers Market,30355 N 3rd Street,Athol,Kootenai,Idaho,83801,-116.707904,47.944594,,4/26/2021 4:57:07 PM
1021225,Atwater Village Farmers' Market,3528 Larga Ave,Los Angeles ,Los Angeles,California,90039,-118.260151,34.117828,,9/21/2020 4:29:56 PM
1019789,Auburn Farmers Market,1140 Auburn Way S,Auburn,King,Washington,98002,-122.218459,47.298267,,3/6/2020 12:54:20 PM
1021329,Aurora Farmers Market,170 Main Street,Aurora,Cayuga,New York,13026,-76.699995,42.744684,,1/30/2021 6:24:08 PM
1000559,Aurora Local Farmer's Market - Summer Market,2031 S. Elliott Ave.,Aurora,Lawrence,Missouri,65605,-93.7201867,36.9489080,,7/26/2018 6:38:48 PM
1021534,AUSTIN FARMERS MARKET ,9607 RESEARCH BLVD,AUSTIN,Travis,Texas,78759,-97.741448,30.387094,,6/22/2021 1:23:34 PM
1021528,Backyard Market in Black Forest ,12530 Black Forest Rd,Colorado Springs,El Paso,Colorado,80908,-104.702384,39.014791,,6/21/2021 5:59:30 PM
1021530,Backyard Market in Black Forest - Holiday ,13710 Black Forest Road ,Colorado Springs,El Paso,Colorado,80908,-104.701697,39.029861,,6/21/2021 6:32:12 PM
1021529,Backyard Market in Black Forest - Winter ,6845 Shoup Road ,Colorado Springs ,El Paso,Colorado,80908,-104.698264,39.013991,,6/21/2021 6:23:52 PM
1019044,Bainbridge Farm Market,201 Grant Ave,bainbridge,Putnam,Indiana,46105,-86.8176960,39.7622329,,4/7/2018 1:22:44 PM
1019076,Baldwin's Main St. Farmers Market,Main St. and 6th Ave.,Baldwin,St. Croix,Wisconsin,54002,-92.370763,44.966999,,1/4/2021 11:59:57 AM
1021338,Ballard Farmers Market ,5300 Ballard AVE NW,Seattle ,King,Washington,98107,-122.384500,47.667512,,2/4/2021 4:24:25 PM
1021521,Bamberg Farmers Market,12205 Heritage Hwy,Bamberg ,Bamberg,South Carolina,29003,-81.031222,33.300136,,6/13/2021 7:42:03 PM
1012081,Bangor Farmers' Market,Corner of Franklin and Harlow Streets,Bangor,Penobscot,Maine,04401,-68.7716490,44.8039587,,1/8/2021 4:23:47 PM
1021582,Barm Bargains Market,3782 Winding Creek Ln,Garden Valley,El Dorado,California,95633,-120.878152,38.840227,,7/27/2021 4:37:54 PM
1001604,Barnegat Farmers Market,14 Birdsall St.,Barnegat,Ocean,New Jersey,08005,-74.221654,39.753903,,1/25/2021 11:50:12 AM
1020029,Barrow County Farmers Market,30 N. Broad St,Winder,Barrow,Georgia,30680,-83.721123,33.993074,,8/4/2020 9:15:35 AM
1003335,Basalt Sunday Market,101 Midland Avenue,Basalt,Eagle,Colorado,81621,-107.034736,39.368957,,8/7/2020 3:54:43 PM
1019871,Bassett Farmers Market,200 Clark St.,Bassett,Rock,Nebraska,68714,-99.536625,42.582541,,5/26/2020 2:28:42 PM
1000436,Bastrop 1832 Farmers Market,1302 Chestnut Street,Bastrop,Bastrop,Texas,78602,-97.311627,30.111777,,1/27/2021 7:55:24 PM
1021540,Batavia Farmers' Market,North River Street,Batavia,Kane,Illinois,60510,-88.306027,41.851028,,6/23/2021 4:11:50 PM
1021265,Batesville Farmers Market,Main and Boehringer Street,Batesville ,Ripley,Indiana,47006,-85.221859,39.298852,,1/10/2021 10:49:31 PM
1021443,Battle Creek Farmers Market,25 S McCamly St,Battle Creek,Calhoun,Michigan,49017,-85.185150,42.320090,,4/9/2021 7:00:36 PM
1019617,Bay Area Farmers Market ,500 Baybrook Mall Drive,Friendswood,Harris,Texas,77546,-95.150682,29.548702,,1/18/2021 10:26:29 AM
1019874,Beatrice Farmers Market Indian Creek Mall,Indian Creek Mall 2205 N 6th St,Beatrice,Gage,Nebraska,68310,-96.747301,40.273594,,5/27/2020 12:32:02 PM
1020102,Beattyville Main Street Marketplace Locally Made Market,26 Hwy 52 W,Beattyville,Lee,Kentucky,41311,-83.705633,37.591129,,1/5/2021 10:03:29 AM
1020097,Beaver Dam Farmer's Market,Hwy 231 South ,Beaver Dam,Ohio,Kentucky,42320,-86.877647,37.407199,,8/18/2020 12:02:47 PM
1021630,Beaverdale Farmers Market,4801 Franklin Avenue,Des Moines,Polk,Iowa,50310,-93.684710,41.612479,,11/11/2021 11:47:07 AM
1019853,Bedford Farmers Market,209 Route 101,Bedford,Hillsborough,New Hampshire,03110,-71.525849,42.938268,,1/5/2021 10:28:37 PM
1019400,Bedminster Farmers Market,3055 River Road,Bedminster,Somerset,New Jersey,07921,-74.646889,40.662856,,2/23/2019 2:46:23 PM
1010607,Bel Air Farmers' Market,2 South Bond Street,Bel Air,Harford,Maryland,21014,-76.351011,39.535284,,7/27/2018 1:27:22 PM
1011902,Belleville Farmer's Market,1815 M St. ,Belleville ,Republic,Kansas,66935,-97.630924,39.822988,,1/26/2021 3:04:21 PM
1021363,Belleville Farmers Market,Main and 4th,Belleville,Wayne,Michigan,48111,-83.482812,42.201917,,2/24/2021 10:15:43 AM
1008140,Bellingham Farmers Market,1207 10th Street,Bellingham,Whatcom,Washington,98226,-122.469657,48.75262,,7/26/2018 7:32:32 PM
1002064,Belmont Farmers Market,5429 State Route 19N,Belmont,Allegany,New York,14813,-78.053508,42.234077,,1/27/2021 9:03:15 PM
1011363,Belton Farmers Market,Memorial Park,Belton ,Cass,Missouri,64012,-94.525252,38.808556,,2/1/2019 3:25:53 PM
1001316,Bemidji's Natural Choice Farmers Market,Union Square Parking Lot--2nd Street & Paul Bunyan Drive,Bemidji,Beltrami,Minnesota,56601,-94.880609,47.469337,,1/26/2021 11:29:14 AM
1001533,Benica Certified Farmers Market,First Street between B & D Streets,Benicia,Solano,California,94510,-122.161188,38.046215,,1/27/2021 4:23:09 PM
1018644,Bennet Farmers' Market,Elm and Harrison,Bennet,Lancaster,Nebraska,68317,-96.503262,40.680612,,7/26/2018 7:37:40 PM
1021403,Bentonville Farmers Market ,100 N. Main Street ,Bentonville ,Benton,Arkansas,72712,-94.208458,36.372637,,3/16/2021 6:59:10 PM
1005183,Berkeley Springs Farmers Market,129 Fairfax Street at Washington Street/522,Berkeley Springs,Morgan,West Virginia,25411,-78.227534,39.624722,,7/27/2018 9:13:52 AM
1019005,Berkey Farmers Market,12290 Sylvania-Metamora Rd,Berkey,Lucas,Ohio,43504,-83.839418,41.715538,,3/13/2018 4:09:13 PM
1021628,Berwick Winter Farmers Market,11 Sullivan St.,Berwick,York,Maine,03901,-70.86243,43.269956,,11/9/2021 10:03:08 PM
1019168,BESSEMER FARMERS MARKET,1st Avenue N and 19th Street,Bessemer,Jefferson,Alabama,35020,-86.951370,33.401130,,7/16/2018 4:46:10 PM
1019169,Bessemer Farmers Market at Medical West,995 9th Ave SW,Bessemer,Jefferson,Alabama,35022,-86.990644,33.373082,,7/16/2018 4:53:12 PM
1019967,Bethalto Market In The Park,213 N Priaire St,Bethalto,Madison,Illinois,62010,-90.053468,38.902967,,7/21/2020 11:51:41 AM
1010406,Bethesda Central Farm Market,7600 Arlington Road,Bethesda ,Montgomery,Maryland,20814,-77.099890,38.986761,,8/7/2020 10:42:42 PM
1012494,Bethlehem Farmers' Market,Intersection of New and Morton Streets,Bethlehem,Lehigh,Pennsylvania,18015,-75.3784029,40.6098058,,2/3/2021 3:32:09 PM
1020196,Beverly Hills Farmers Market,9300 Civic Center Dr,Beverly Hills ,Los Angeles,California,90210,-118.398746,34.073685,,8/27/2020 3:56:45 PM
1019765,Bexley Farmers Market,E Main St and S Dawson Ave,Bexley,Franklin,Ohio,43209,-82.935745,39.957135,,2/26/2020 4:52:13 PM
1005949,Big Bear Farmers Market,42900 Big Bear Blvd,City of Big Bear Lake,San Bernardino,California,92315,-116.866714,34.260803,,8/8/2018 4:44:00 PM
1019338,Big Lake Farmers Market,101 Lakeshore Drive,Big Lake,Sherburne,Minnesota,55309,-93.758167,45.333773,,12/27/2018 3:44:43 PM
1019339,Big Lake Winter Farmers Market,311 Lake Street South,Big Lake,Sherburne,Minnesota,55309,-93.747475,45.329205,,12/27/2018 3:52:48 PM
1019591,Billerica Farmers Market,25 Concord Road,Billerica,Middlesex,Massachusetts,01821,-71.269999,42.557646,,6/20/2019 6:40:52 PM
1021508,Birdsboro Farmers Market,226 N Water St,Birdsboro,Berks,Pennsylvania,19508,-75.810113,40.262329,,6/8/2021 9:45:36 AM
1011037,BisMarket,,Bismarck,Burleigh,North Dakota,58501,-100.796471,46.803081,,7/26/2018 5:12:00 PM
1012163,Blairstown Farmers' Market,5 Stillwater Road,Blairstown,Warren,New Jersey,07825,-74.955689,40.982893,,7/27/2018 7:56:03 AM
1011829,Bloomfield Saturday Market,5050 Liberty Ave,Pittsburgh,Allegheny,Pennsylvania,15224,-79.944435,40.459005,,1/20/2021 9:02:04 AM
1018563,Bloomington Winter Farmers' Market,1601 S Rogers St,Bloomington,Monroe,Indiana,47403,-86.539649,39.149906,,1/30/2021 8:07:08 AM
1019932,Blue Ash Farmers Market,4335 Glendale Milford Road,Blue Ash,Butler,Ohio,45242,-84.389892,39.251798,,6/22/2020 7:55:13 PM
1019372,Bluffton Farmers Market,102 S Main St,Bluffton,Allen,Ohio,45817,-83.892721,40.893082,,2/5/2019 9:23:27 AM
1019440,Bluffton Farmers' & Artisans' Market,360 N Main St,Bluffton,Wells,Indiana,46714,-85.172111,40.743479,,3/25/2019 8:50:09 AM
1018092,BMI Farmers' Market,1415 Key Highway,Baltimore,Baltimore City,Maryland,21230,-76.601326,39.273864,,1/4/2021 9:58:14 AM
1018313,Boise Farmers Market,10TH & GROVE  - SUMMER MARKET,Boise City,Ada,Idaho,83702,-116.444084,43.532957,,7/26/2018 5:11:56 PM
1018316,BOISE FARMERS MARKET,516 S. 8th Street,Boise City,Ada,Idaho,83702,-116.191930,43.607980,,7/26/2018 5:21:18 PM
1020101,Boone County Farmers Market,1961 Burlington Pike,Burlington,Boone,Kentucky,41005,-84.721563,39.022231,,8/18/2020 1:42:13 PM
1006833,Boone Farmers Market Association,7th and Story Street,Boone,Boone,Iowa,50036,-93.879688,42.062726,,5/8/2019 2:40:22 PM
1019318,Boonville Farmers Market Inc,1931 Boone Village Shopping Center,Boonville,Cooper,Missouri,65233,-92.741591,38.955643,,11/12/2018 1:02:16 PM
1019693,Botetourt Farmer's Market ,90 Town Center St,Daleville,Botetourt,Virginia,24083,-79.912646,37.417795,,9/11/2019 4:14:20 PM
1018394,Bottineau Farmers Market,6th Street and Main Street,Bottineau,Bottineau,North Dakota,58318,-100.4459433,48.8262788,,1/4/2021 10:15:44 AM
1001526,Boulder Farmers and Artisan's Market,304 N. Main Street,Boulder,Jefferson,Montana,59632,-112.117592,46.239153,,1/28/2021 3:54:31 PM
1019165,Bowie Farmers' Market,15200 Annapolis Road ,Bowie,Prince George's,Maryland,20715,-76.741902,38.978320,,7/11/2018 10:10:22 PM
1020096,Boyd County Farmers Market - King's Daughters Medical Center,2420 Center Street,Catlettsburg,Boyd,Kentucky,41129,-82.630489,38.470783,,8/18/2020 12:09:53 PM
1020099,Boyd County Farmers Market - KYOVA Mall ,10699 US-60,Ashland,Boyd,Kentucky,41102,-82.712555,38.400138,,8/18/2020 12:18:42 PM
1019205,Boyne City Farmers Market,319 N. Lake St,Boyne City,Charlevoix,Michigan,49712,-85.015378,45.216850,,8/2/2018 12:44:47 PM
1021248,Braeswood Farmers Market,5401 south braeswood,Houston,Harris,Texas,77096,-95.477537,29.676944,,12/18/2020 8:58:34 AM
1018227,Braintree Farmers Market,1 JFK Memorial Dr,Braintree  ,Norfolk,Massachusetts,02184,-71.004927,42.206437,,12/22/2018 7:56:46 AM
1002407,Brattleboro Area Farmers' Market,570 Western Ave.,Brattleboro,Windham,Vermont,05301,-72.584070,42.849900,,12/21/2018 8:21:16 PM
1011075,Brattleboro WInter Farmers' Market,80 Flat St.,Brattleboro ,Windham,Vermont,05301,-72.560166,42.850844,,12/21/2018 8:15:16 PM
1020113,Breathitt County Farmers' Market,3215 Quicksand Road,Jackson,Breathitt,Kentucky,41339,-83.348327,37.535327,,8/19/2020 4:29:21 PM
1018556,Bremerton Community Farmers Market,1400 Park Ave,Bremerton,Kitsap,Washington,98337,-122.628866,47.574253,,6/14/2021 1:04:46 PM
1019146,Bridgewater Farmer's Market,1 Vogt Drive,Bridgewater,Somerset,New Jersey,08807,-74.607976,40.588552,,6/26/2018 7:01:21 PM
1018756,Brigham City Farmers Market,20 N Main Street,Brigham City,Box Elder,Utah,84302,-112.015057,41.510773,,4/16/2019 8:55:29 AM
1019905,Broad St. Farmers Market,807 Broad St.,Providence,Providence,Rhode Island,02907,-71.418920,41.801869,,6/5/2020 12:51:56 PM
1019257,Broadway Farmers Market,161 S Main St,Broadway,Rockingham,Virginia,22815,-78.799904,38.611375,,9/17/2018 1:36:15 PM
1019984,Brockton Farmers Market,45 School St,Brockton,Plymouth,Massachusetts,02301,-71.018866,42.082799,,1/4/2021 2:28:23 PM
1019794,Bronzeville Growers Market,925 E. Mt. Vernon Avenue,Columbus ,Franklin,Ohio,43203,-82.976997,39.971390,,3/10/2020 12:10:09 PM
1019527,BROOKINGS HARBOR FARMERS MARKET,15786 HWY 101 SOUTH,Brookings ,Curry,Oregon,97415,-124.244963,42.037301,,5/15/2019 5:21:35 AM
1021210,Brookline Farmers' Market,Centre Street West PArking Lot,Brookline,Norfolk,Massachusetts,02446,-71.123782,42.342190,,9/12/2020 11:54:36 AM
1021736,Brookside Farmers' Market,6425 Wornall Road ,Kansas City,Jackson,Missouri,64113,-94.551136,39.125212,,3/24/2022 3:45:20 PM
1018891,Brooksville Farmers' Market,15487 Citrus Way,Brooksville,Hernando,Florida,34614,-82.449304,28.654639,,9/12/2020 10:49:33 AM
1021515,Brookville Farmer's Market,116 Main Street,BROOKVILLE,Franklin,Indiana,47012,-85.012083,39.412804,,6/9/2021 4:56:44 PM
1021262,Broome County Regional Farmers Market,840 Upper Front St,Binghamton,Broome,New York,13905,-75.904648,42.129759,,1/5/2021 10:02:05 AM
1019906,Brown University Farmers Market,201 Thayer St,Providence,Providence,Rhode Island,02906,-71.400031,41.826418,,6/5/2020 1:04:56 PM
1019727,Brownsburg Farmers Market,61 N. Green Street,Brownsburg,Hendricks,Indiana,46112,-86.396445,39.844272,,12/20/2019 9:47:54 AM
1017968,Bruce Community Farmers Market,Corner of Hwy 8 and N Alvey Street,Bruce,Rusk,Wisconsin,54819,-91.2746971,45.4551101,,7/27/2018 12:57:56 PM
1008607,Brunswick-Topsham Land Trust Farmers' Market at Crystal Spring Farm,277 Pleasant Hill Rd,Brunswick,Cumberland,Maine,04011,-69.995923,43.890786,,7/26/2018 4:06:05 PM
1021311,Bryn Mawr Farmers' Market,775 Lancaster Avenue,Bryn Mawr,Montgomery,Pennsylvania,19010,-75.317067,40.021168,,1/26/2021 2:39:25 PM
1019218,Buckroe Beach Farmers Market,100 N. First Street,Hampton,Hampton,Virginia,23664,-76.291807,37.041273,,8/7/2018 10:09:43 AM
1008953,Bucksport Bay Farmers' Market,99 Main Street,Bucksport ,Hancock,Maine,04416,-68.796497,44.572636,,12/27/2018 2:46:54 PM
1019492,Burke ,5671 Roberts Parkway,Burke,Fairfax,Virginia,22015,-77.263568,38.776991,,4/25/2019 2:21:52 PM
1021524,Burke Area Farmers Market,626 County Road,Burke,Gregory,South Dakota,57523,-99.299066,43.185042,,6/15/2021 12:45:49 PM
1019965,Burlington Farmers Market,345 Pine Street,Burlington,Chittenden,Vermont,05401,-73.215415,44.469730,,7/20/2020 12:13:53 PM
1021728,Burrillville Farmers Market,75 Tinkham Lane,Harrisville,Providence,Rhode Island,02830,-71.677124,41.967496,,3/8/2022 11:21:42 PM
1001362,Butte Farmers Market,Uptown Butte,Butte,Silver Bow,Montana,59701,-112.5364,46.01269,,9/10/2020 4:22:48 PM
1021238,Buy Local Farmers Market - Fall Creek,7930 Fall Creek Bend,Humble,Harris,Texas,77396,-95.269976,29.932940,,8/19/2021 10:55:50 AM
1021614,C & C Garden,2022 S Scott St,South Bend ,St. Joseph,Indiana,46613,-86.266810,41.657676,,9/9/2021 10:15:07 PM
1004927,Cagan Crossings Farmers' Market,600 Cagan Park Ave.,Clermont,Lake,Florida,34714,-81.678425,28.355644,,7/26/2018 3:32:02 PM
1019922,CalaverasGROWN Certified Farmers' Market San Andreas,891 Mountain Ranch Road,San Andreas,Calaveras,California,95249,-120.667822,38.191243,,6/17/2020 9:00:26 PM
1019978,CalaverasGROWN Murphys Certified Farmers' Market ,505 S. Algiers St. ,Murphys,Calaveras,California,95247,-120.463811,38.136860,,7/28/2020 11:04:18 AM
1018263,Caledonia Farmers Market Association - Winter,Pearl St,St. Johnsbury,Caledonia,Vermont,05819,-72.016831,44.417224,,12/29/2020 11:13:28 AM
1019980,Caledonia Outdoor Market,3920 N Greenbay Rd,Caledonia,Racine,Wisconsin,53404,-87.822883,42.769605,,7/28/2020 8:00:21 PM
1018459,California Farmers Market,22810 Three Notch Road,California,St. Mary's,Maryland,20619,-76.499596,38.294524,,7/30/2018 7:54:04 AM
1019997,Camarillo Hospice Certified Farmers Market,2220 Ventura Blvd.,Camarillo ,Ventura,California,93010,-119.041574,34.216518,,7/30/2020 3:45:12 PM
1020160,Cambria Farmers Market,1000 Main Street,Cambria,San Luis Obispo,California,93428,-121.096629,35.564323,,8/21/2020 12:45:12 PM
1020183,Cambrian Park Farmers' Market,Camden Avenue and Union Avenue,San Jose,Santa Clara,California,95124,-121.819306,37.296867,,8/24/2020 2:50:27 PM
1002674,Camellia City Farmers Market,333 Erlanger Ave. (corner of 3rd. St.),Olde Towne Slidell,St. Tammany,Louisiana,70458,-89.780754,30.275994,,1/25/2021 2:46:26 PM
1021575,Cameron Park Burke Junction Certified Farmers Market,Burke Junction Shopping Certer,Cameron Park,El Dorado,California,95672,-120.973615,38.657829,,7/21/2021 3:56:32 PM
1020117,Campbell County Farmers Market Association,7634 Alexandria Pike,Alexandria ,Campbell,Kentucky,41001,-84.392139,38.978010,,8/20/2020 4:58:03 AM
1020118,Campbell County Farmers Market Association,3504 Alexandria Pike,Highland Heights ,Campbell,Kentucky,41075,-84.451866,39.028829,,8/20/2020 5:09:16 AM
1020119,Campbell County Farmers Market Association,709 Monmouth St,Newport ,Campbell,Kentucky,41071,-84.491761,39.090164,,8/20/2020 5:16:31 AM
1020184,Campbell Farmers' Market,Campbell Avenue & Central Avenue,Campbell,Santa Clara,California,95008,-121.954352,37.280232,,8/24/2020 2:56:55 PM
1009034,Canal District Farmers Market ,200 Harding Street,Worcester,Worcester,Massachusetts,01604,-71.797436,42.256235,,8/17/2018 11:51:46 AM
1019810,Canal Market District,36 East Canal Street,Newark,Licking,Ohio,43055,-82.401032,40.056586,,3/26/2020 10:27:51 AM
1021202,Canal Village Farmers' Market,127 West Center Street,Medina,Orleans,New York,14103,-78.388368,43.220102,,9/9/2020 7:55:23 PM
